"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"MedicationCatalogItem","MedicationKnowledge.cost.type","MedicationKnowledge.cost.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The category of the cost information","The category of the cost information.  For example, manufacturers' cost, patient cost, claim reimbursement cost, actual acquisition cost.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.cost.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.cost.source","MedicationKnowledge.cost.source","","","",0,1,"","","","string {[]} {[]}
","The source or owner for the price information","The source or owner that assigns the price to the medication.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.cost.source",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.cost.cost","MedicationKnowledge.cost.cost","","","",1,1,"","","","Money {[]} {[]}
","The price of the medication","The price of the medication.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.cost.cost",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.monitoringProgram","MedicationKnowledge.monitoringProgram","","","",0,*,"","","","BackboneElement {[]} {[]}
","Program under which a medication is reviewed","The program under which the medication is reviewed.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.monitoringProgram",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.monitoringProgram.id","MedicationKnowledge.monitoringProgram.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.monitoringProgram.extension","MedicationKnowledge.monitoringProgram.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.monitoringProgram.modifierExtension","MedicationKnowledge.monitoringProgram.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.monitoringProgram.type","MedicationKnowledge.monitoringProgram.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Type of program under which the medication is monitored","Type of program under which the medication is monitored.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.monitoringProgram.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.monitoringProgram.name","MedicationKnowledge.monitoringProgram.name","","","",0,1,"","","","string {[]} {[]}
","Name of the reviewing program","Name of the reviewing program.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.monitoringProgram.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines","MedicationKnowledge.administrationGuidelines","","","",0,*,"","","","BackboneElement {[]} {[]}
","Guidelines for administration of the medication","Guidelines for the administration of the medication.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.administrationGuidelines",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.id","MedicationKnowledge.administrationGuidelines.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.extension","MedicationKnowledge.administrationGuidelines.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.modifierExtension","MedicationKnowledge.administrationGuidelines.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.dosage","MedicationKnowledge.administrationGuidelines.dosage","","","",0,*,"","","","BackboneElement {[]} {[]}
","Dosage for the medication for the specific guidelines","Dosage for the medication for the specific guidelines.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.administrationGuidelines.dosage",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.dosage.id","MedicationKnowledge.administrationGuidelines.dosage.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.dosage.extension","MedicationKnowledge.administrationGuidelines.dosage.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.dosage.modifierExtension","MedicationKnowledge.administrationGuidelines.dosage.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.dosage.type","MedicationKnowledge.administrationGuidelines.dosage.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type of dosage","The type of dosage (for example, prophylaxis, maintenance, therapeutic, etc.).","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.administrationGuidelines.dosage.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.dosage.dosage","MedicationKnowledge.administrationGuidelines.dosage.dosage","","","",1,*,"","","","Dosage {[]} {[]}
","Dosage for the medication for the specific guidelines","Dosage for the medication for the specific guidelines.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.administrationGuidelines.dosage.dosage",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.indication[x]","MedicationKnowledge.administrationGuidelines.indication[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition]]}","Indication for use that apply to the specific administration guidelines","Indication for use that apply to the specific administration guidelines.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.administrationGuidelines.indication[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.patientCharacteristics","MedicationKnowledge.administrationGuidelines.patientCharacteristics","","","",0,*,"","","","BackboneElement {[]} {[]}
","Characteristics of the patient that are relevant to the administration guidelines","Characteristics of the patient that are relevant to the administration guidelines (for example, height, weight, gender, etc.).","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.administrationGuidelines.patientCharacteristics",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.patientCharacteristics.id","MedicationKnowledge.administrationGuidelines.patientCharacteristics.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.patientCharacteristics.extension","MedicationKnowledge.administrationGuidelines.patientCharacteristics.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.patientCharacteristics.modifierExtension","MedicationKnowledge.administrationGuidelines.patientCharacteristics.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.patientCharacteristics.characteristic[x]","MedicationKnowledge.administrationGuidelines.patientCharacteristics.characteristic[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}","Specific characteristic that is relevant to the administration guideline","Specific characteristic that is relevant to the administration guideline (e.g. height, weight, gender).","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.administrationGuidelines.patientCharacteristics.characteristic[x]",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.administrationGuidelines.patientCharacteristics.value","MedicationKnowledge.administrationGuidelines.patientCharacteristics.value","","","",0,*,"","","","string {[]} {[]}
","The specific characteristic","The specific characteristic (e.g. height, weight, gender, etc.).","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.administrationGuidelines.patientCharacteristics.value",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.medicineClassification","MedicationKnowledge.medicineClassification","","","",0,*,"","","","BackboneElement {[]} {[]}
","Categorization of the medication within a formulary or classification system","Categorization of the medication within a formulary or classification system.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.medicineClassification",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.medicineClassification.id","MedicationKnowledge.medicineClassification.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.medicineClassification.extension","MedicationKnowledge.medicineClassification.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.medicineClassification.modifierExtension","MedicationKnowledge.medicineClassification.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.medicineClassification.type","MedicationKnowledge.medicineClassification.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The type of category for the medication (for example, therapeutic classification, therapeutic sub-classification)","The type of category for the medication (for example, therapeutic classification, therapeutic sub-classification).","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.medicineClassification.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.medicineClassification.classification","MedicationKnowledge.medicineClassification.classification","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Specific category assigned to the medication","Specific category assigned to the medication (e.g. anti-infective, anti-hypertensive, antibiotic, etc.).","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.medicineClassification.classification",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.packaging","MedicationKnowledge.packaging","","","",0,1,"","","","BackboneElement {[]} {[]}
","Details about packaged medications","Information that only applies to packages (not products).","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.packaging",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.packaging.id","MedicationKnowledge.packaging.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.packaging.extension","MedicationKnowledge.packaging.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.packaging.modifierExtension","MedicationKnowledge.packaging.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.packaging.type","MedicationKnowledge.packaging.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","A code that defines the specific type of packaging that the medication can be found in","A code that defines the specific type of packaging that the medication can be found in (e.g. blister sleeve, tube, bottle).","","","","","","","","","",,"example","A coded concept defining the type of packaging of a medication.","http://hl7.org/fhir/ValueSet/medicationknowledge-package-type","",,,,"MedicationKnowledge.packaging.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.packaging.quantity","MedicationKnowledge.packaging.quantity","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","The number of product units the package would contain if fully loaded","The number of product units the package would contain if fully loaded.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.packaging.quantity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.drugCharacteristic","MedicationKnowledge.drugCharacteristic","","","",0,*,"","","","BackboneElement {[]} {[]}
","Specifies descriptive properties of the medicine","Specifies descriptive properties of the medicine, such as color, shape, imprints, etc.","","","","","","","","","",,,,,"",,,,"MedicationKnowledge.drugCharacteristic",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.drugCharacteristic.id","MedicationKnowledge.drugCharacteristic.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"MedicationCatalogItem","MedicationKnowledge.drugCharacteristic.extension","MedicationKnowledge.drugCharacteristic.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.drugCharacteristic.modifierExtension","MedicationKnowledge.drugCharacteristic.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"MedicationCatalogItem","MedicationKnowledge.drugCharacteristic.type","MedicationKnowledge.drugCharacteristic.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Code specifying the type of characteristic of medication","A code specifying which characteristic of the medicine is being described (for example, colour, shape, imprint).","","","","","","","","","",,"example","A coded concept defining the characteristic types of a medication.","http://hl7.org/fhir/ValueSet/medicationknowledge-characteristic","",,,,"MedicationKnowledge.drugCharacteristic.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationCatalogItem","MedicationKnowledge.drugCharacteristic.value[x]","MedicationKnowledge.drugCharacteristic.value[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}base64Binary {[]} {[]}","Description of the characteristic","Description of the characteristic.","The description should be provided as a CodeableConcept, SimpleQuantity or an image.  The description can be a string only when these others are not available.","","","","","","","","",,,,,"",,,,"MedicationKnowledge.drugCharacteristic.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
